"","","cIfeQ515","t2lzh918","5KTmnC80","8bWxTQTP","MrF79raA","I94q8zpE","vqHfQURj","IEugXXTw","B89","0U9","aMQ","IES","EM3","DYP","r5M","4zB","unU","wfm","nEo","xov","24a"
"ID","Name","Author Firstname","Author Surname","ISBN","Image URL Large","Image URL Thumb","Number of Pages","Soundcloud Track ID","Synopsis","Easy to Read_Challenging","Fantasy_Reality","Funny_Serious","Historical_Futuristic","Less Action_More Action","Australian","Has audio review","Long","Medium","Series","Series lead","Short","VPRC"
"PNcr9nZ9","The Underwater City","Greg","Farshtey","9781597071567","","http://cdn.bookfish.net.au/covers/9781597071567/small.jpg","96","","After the events of ""The Battle of Voya Nui,"" the powerful Mask of Light has sunk beneath the sea where it turns up in the underwater city of Mahri Nui. The Matoran of this city must constantly plan their defense against a barrage of predators that continue to circle the city, striking again and again. After its discovery by an inventor named Defilak, the Mask of Light begins to reveal a deadly secret that becomes apparent to those who witness its effects on the user. For while its power gives the wearer great strength that could be used for good, the Mask of Light or ""Ignika"" as it comes to be called, brings paranoia, jealousy, and madness to anyone who wears it. The struggle for the Mask of Light continues.

","7","9","15","11","16","0","0","0","1","0","0","0","0"
"niAcpc6G","The Underworld","Charlie","Small","9780385613736","","http://cdn.bookfish.net.au/covers/9780385613736/small.jpg","208","","In the fifth journal found by us, the lucky and smug publisher, we learn that Charlie Small has become embroiled in an underworld from his nightmares... At the end of his fourth journal, Charlie bumped into the infamous Jakeman -- but when the mad professor was dragged down into the Underworld, a place under the earth containing extraordinary and dangerous subterranean creatures, Charlie had to follow - otherwise, how would he ever discover how to get back to his mum and dad? Charlie's fifth adventure takes him into an unreal darkened world, where anything is possible. But will Charlie Small find a way out of this impossible situation and find his way home, or will he be trapped underground forever...'

","10","9","8","10","18","0","0","1","0","1","0","0","1"
"t0ctCe6c","The Undys","Michael","Wagner; Gus Gordon (Illustrator)","9780143302490","","http://cdn.bookfish.net.au/covers/9780143302490/small.jpg","144","","Yes! Your favourite Undys are back!Have you ever toe-wrestled your dad?Or raced him all around town?Or tried to out-dance him?If you have, your dad must be as silly (and fun) as mine. This book is all about having fun with your silly dad. I think you will love it.So what are you waiting for?Start reading. Start playing. Start puzzling.Start having a flipping great time!Get into your BRAND NEW Undys now!

","12","15","5","10","8","1","0","0","1","1","0","0","1"
"QG9XQlNs","The Undys","Michael","Wagner; Gus Gordon (Illustrator)","9780143302506","","http://cdn.bookfish.net.au/covers/9780143302506/small.jpg","168","","Life's Great with an exciting pair of Undys!Did you know that . . .There is a job called mannying?Mannies get paid just to play games?Dad and I are the world's best mannies?Aunty Faber can be flipping embarassing?Dad and I know all of these things now. We have discovered them in fun, exciting and sometimes stupid ways. Now you can discover them too, just by reading my awesome new book.So, do not waste another second of your life . . .RIP into the UNDYS NOW!

","12","16","4","10","8","1","0","1","0","1","1","0","1"
"sqJExO9K","The Undys : one wacky week","Michael","Wagner","9780143304128","","http://cdn.bookfish.net.au/covers/9780143304128/small.jpg","136","","In this fifth instalment in this hilarious and endearing series, it's community week at the Undys' flats. Meet the Undys' weird and wonderful neighbours and laugh out loud as they tackle the worldÕs strongest man (almost), try to outwit each other in a wife-carrying race and their careers as 'mannies' makes national TV.As always, the pace is frenetic, the humour is laugh-out-loud and the reader is encouraged by short chapters and an End of Chapter Reward Scheme which provides inducements such as word puzzles, join the dots, how to draw an excellent face, and a picture puzzle.

","12","16","3","10","8","1","0","0","1","1","0","0","1"
"R3SRtr4l","The Unicorn Princess","Babette","Cole (Illustrator)","9780747599319","","http://cdn.bookfish.net.au/covers/9780747599319/small.jpg","160",""," 

 

What could be better than ponies?  

 Magic ponies!

 

 



 

 

The first title in a brand-new pony school series combines ponies and magic for a fantasy storyline little girls will love. Follow the adventures of students of Fetlock Halls, an equestrian boarding school that teaches mysterious knowledge about horses along with math and English.

 

 ","9","3","15","10","12","0","0","1","0","1","1","0","0"
"9F7AqeOa","The Unusual Suspects","Michael","Buckley; Peter Ferguson (Illustrator)","9781741690682","","http://cdn.bookfish.net.au/covers/9781741690682/small.jpg","320","","For Sabrina Grimm, living in a community of fairytale characters means always being ready for trouble. And something is definitely wrong at her new school. The adults seem too angry, the kids seem too sleepy and the gym teacher likes dodgeball far too much. Of course, her little sister, Daphne, is having the time of her life. (Who wouldn't with Snow White for a teacher - she's so good with little people!) But when Sabrina's teacher, Mr Grumpner, is found dangling in a giant spider web, even sunny Daphne's convinced that Ferryport Landing Elementary has a monster problem. Can the Sisters Grimm solve the crime?

","14","1","10","10","17","0","0","1","0","1","0","0","1"
"sT5EY8F4","The Valley of the Lost","Emily","Rodda","9781865044156","","http://cdn.bookfish.net.au/covers/9781865044156/small.jpg","120","","Deltora is a land of monsters and magic. Lief, Barda, and Jasmine have almost reached their goal. Six gemsgleam in the Belt of Deltora. Now the last one must be found before Deltora can be freed from the evil Shadow Lord. The companions have faced many terrors before. But the worst is yet to come. They are about to confront dark mysteries that strength and courage alone cannot defeat. It they fail, their quest will be destroyed... and they will remain forever trapped in the swirling mists of The Valley of the Lost.

","16","1","17","10","17","1","0","0","1","1","0","0","1"
"OxiZM5e1","The Vanishing of Billy Buckle","Sally","Gardner","9781444003741","","http://cdn.bookfish.net.au/covers/9781444003741/small.jpg","64","","The Wings & Co detectives are in Puddliepool-on-Sea. The giant Billy Buckle is missing. His daughter Primrose is desperate to find him - and so are the detectives, because Primrose is growing bigger every day and living with a giant isn't half as fun as it sounds. There's also a murdered pianist and a vanished fortune-teller to deal with. It's up to Emily, Fidget and Buster to get to the bottom of it!","9","5","8","10","11","0","0","0","0","1","0","1","1"
"epyL5KyI","The Very Bad Book","Andy","Griffiths","9780330425650","","http://cdn.bookfish.net.au/covers/9780330425650/small.jpg","180","","In a very bad wood, There was a very bad house. And in that very bad house, There was a very bad room. And in that very bad room, There was a very bad cupboard. And in that very bad cupboard, There was a very bad shelf. And on that very bad shelf, There was a very bad box. And in that very bad box, There was a VERY BAD BOOK...AND THIS IS IT!!!
","8","15","3","10","10","1","0","1","0","1","0","0","1"
"zMSQGnNt","The Very Naughty Mother Goes Invisible","Gretel","Killeen","174051906X","","http://cdn.bookfish.net.au/covers/174051906X/small.jpg","128","","Some mothers are strict, some mothers are whiny. Some mothers can cook, some mothers are tidy. Some mothers are perfect in all that they do, while some mothers get stuck in trouble like glue É This is the story of one of those mothers - a mother who lives her life as a kid - and the two kids who have to raise her. Oh, yes, this is the tale of the day that the Very Naughty Mother interrupts a magic Kerwuffle spell, goes invisible, gets kidnapped, nearly turns into a gold statue, rides on a cloud and is rescued by her two fabulous children , Zed and Pink (who can drive and fly and spy as well). So you have to read this book. BECAUSE ITÕS FABULOUS!

","9","13","2","10","10","1","0","0","1","1","0","0","1"
"YKTlZU6c","The Vicar of Nibbleswicke","Roald.","Dahl","9780140348910","","http://cdn.bookfish.net.au/covers/9780140348910/small.jpg","48","","Reverend Lee doesn't realise that his dyslexia is affecting his sermons. His parishioners are at first amused and then shocked by the garbled messages coming from the pulpit. Finally a cure is found - the Vicar of Nibbleswicke must walk backwards for the rest of his life! Age 10+ 48 pages","8","14","5","9","3","0","0","0","0","0","0","1","1"
"XxGFWGPh","The Vicious Vikings","Terry","Deary; Martin Brown (Illustrator)","9780439944069","","http://cdn.bookfish.net.au/covers/9780439944069/small.jpg","144","","History with the nasty bits left in! 'The Vicious Vikings' is packed with frightening facts about these vile invaders - and their savage Saxon enemies - from cruel kings and vengeful Viking warriors to the suffering slaves, the thralls. Want to know why some vicious Vikings had names like Fat-thighs, Oaf and Stinking; how to build a vicious Viking longboat, and which vicious Viking god dressed up as a woman? Read on to find about some truly terrible torture techniques, vile Viking legends full of gruesome giants and deadly dwarves, and the messy murder of King Edmund. History has never been so horrible! With a bold new cover look and a heap of extra horrible bits at the back of the book, each best-selling title is sure to be a huge hit with yet another generation of Terry Deary fans.

","12","18","8","1","12","0","0","0","1","1","0","0","1"
"HBQzOIpS","The Volcano Files","H.","I. Larry","9781921759895","","http://cdn.bookfish.net.au/covers/9781921759895/small.jpg","192","","First, in Poison Island, Zac must track down Dr Drastic, an enemy scientist. The jungle is full of deadly plants and animals that could be useful in Dr Drastic's evil experiments. Zac has 24 hours - and his family's life depends on him succeeding! Then in Volcanic Panic, he discovers his enemy's secret base - and gets trapped there! Zac knows that something isn't quite right, and soon he discovers a secret that GIB has been trying to uncover for years...","10","15","14","10","18","1","0","1","0","1","0","0","1"
